animal_ID	breed	farm_ID	date_of_birth	lactation_rank	calving_date	calving_season	age_at_calving	PHYS	HYS	305d_milk	305d_fat	305d_protein
animal_5857	SIM	farm_2	11/17/2015	3	07/16/2020	vara	1703	3-farm_2-2020-vara	farm_2-2020-vara	9543	393	350
animal_5858	SIM	farm_2	12/03/2015	2	07/24/2019	vara	1329	2-farm_2-2019-vara	farm_2-2019-vara	8856	291	284
animal_5858	SIM	farm_2	12/03/2015	1	08/01/2018	vara	972	1-farm_2-2018-vara	farm_2-2018-vara	9604	360	322
animal_5859	SIM	farm_2	12/17/2015	1	04/26/2018	vara	861	1-farm_2-2018-vara	farm_2-2018-vara	11514	510	424
animal_5859	SIM	farm_2	12/17/2015	3	07/12/2020	vara	1669	3-farm_2-2020-vara	farm_2-2020-vara	12153	437	438
animal_5860	SIM	farm_2	01/15/2016	2	08/08/2018	vara	936	2-farm_2-2018-vara	farm_2-2018-vara	10790	488	395
animal_5861	SIM	farm_2	01/21/2016	3	07/11/2020	vara	1633	3-farm_2-2020-vara	farm_2-2020-vara	7935	286	289
animal_5861	SIM	farm_2	01/21/2016	1	04/27/2018	vara	827	1-farm_2-2018-vara	farm_2-2018-vara	6743	275	236
animal_5861	SIM	farm_2	01/21/2016	2	07/23/2019	vara	1279	2-farm_2-2019-vara	farm_2-2019-vara	10626	454	357
animal_5862	SIM	farm_2	02/17/2016	1	03/07/2018	iarna	749	1-farm_2-2018-iarna	farm_2-2018-iarna	9345	430	328
animal_5863	SIM	farm_2	11/28/2015	2	11/28/2018	iarna	1096	2-farm_2-2018-iarna	farm_2-2018-iarna	10716	402	344
animal_5863	SIM	farm_2	11/28/2015	1	11/05/2017	iarna	708	1-farm_2-2017-iarna	farm_2-2017-iarna	7285	294	261
animal_5863	SIM	farm_2	11/28/2015	3	01/07/2020	iarna	1501	3-farm_2-2020-iarna	farm_2-2020-iarna	10853	375	336
animal_5864	SIM	farm_2	03/05/2016	2	03/27/2019	iarna	1117	2-farm_2-2019-iarna	farm_2-2019-iarna	11058	586	336
animal_5864	SIM	farm_2	03/05/2016	1	03/16/2018	iarna	741	1-farm_2-2018-iarna	farm_2-2018-iarna	7478	339	267
animal_5865	SIM	farm_2	03/31/2016	1	05/10/2018	vara	770	1-farm_2-2018-vara	farm_2-2018-vara	9932	428	364
animal_5868	SIM	farm_2	06/20/2016	1	07/26/2018	vara	766	1-farm_2-2018-vara	farm_2-2018-vara	8583	364	303
animal_5868	SIM	farm_2	06/20/2016	2	08/29/2019	vara	1165	2-farm_2-2019-vara	farm_2-2019-vara	10288	461	337
animal_5869	SIM	farm_2	07/29/2016	1	11/05/2018	iarna	829	1-farm_2-2018-iarna	farm_2-2018-iarna	12240	490	401
animal_5869	SIM	farm_2	07/29/2016	2	11/22/2019	iarna	1211	2-farm_2-2019-iarna	farm_2-2019-iarna	10974	408	359
animal_5870	SIM	farm_2	08/22/2016	1	01/29/2019	iarna	890	1-farm_2-2019-iarna	farm_2-2019-iarna	8501	282	295
animal_5870	SIM	farm_2	08/22/2016	2	01/23/2020	iarna	1249	2-farm_2-2020-iarna	farm_2-2020-iarna	10000	297	382
animal_5871	SIM	farm_2	08/23/2016	1	10/26/2018	iarna	794	1-farm_2-2018-iarna	farm_2-2018-iarna	11815	516	405
animal_5874	SIM	farm_1	08/21/2015	1	04/01/2018	vara	954	1-farm_1-2018-vara	farm_1-2018-vara	5675	210	188
animal_5874	SIM	farm_1	08/21/2015	2	02/15/2019	iarna	1274	2-farm_1-2019-iarna	farm_1-2019-iarna	7545	199	172
animal_5876	SIM	farm_1	10/01/2015	2	06/01/2019	vara	1339	2-farm_1-2019-vara	farm_1-2019-vara	6922	223	203
animal_5876	SIM	farm_1	10/01/2015	1	11/22/2017	iarna	783	1-farm_1-2017-iarna	farm_1-2017-iarna	5883	190	192
animal_5878	SIM	farm_1	11/02/2015	1	12/14/2017	iarna	773	1-farm_1-2017-iarna	farm_1-2017-iarna	9933	383	297
animal_5884	SIM	farm_1	12/27/2015	1	03/24/2018	iarna	818	1-farm_1-2018-iarna	farm_1-2018-iarna	1766	74	56
animal_5890	SIM	farm_1	03/22/2016	1	07/11/2018	vara	841	1-farm_1-2018-vara	farm_1-2018-vara	7122	286	223
animal_5892	SIM	farm_1	04/17/2016	1	08/30/2018	vara	865	1-farm_1-2018-vara	farm_1-2018-vara	4189	183	146
animal_5892	SIM	farm_1	04/17/2016	2	01/18/2020	iarna	1371	2-farm_1-2020-iarna	farm_1-2020-iarna	4412	186	157
animal_5956	SIM	farm_2	11/14/2016	1	02/19/2019	iarna	827	1-farm_2-2019-iarna	farm_2-2019-iarna	11904	432	391
animal_5956	SIM	farm_2	11/14/2016	2	01/18/2020	iarna	1160	2-farm_2-2020-iarna	farm_2-2020-iarna	9748	366	360
animal_5957	SIM	farm_2	12/13/2016	1	12/12/2018	iarna	729	1-farm_2-2018-iarna	farm_2-2018-iarna	12874	455	415
animal_5959	SIM	farm_2	09/09/2016	2	02/15/2020	iarna	1254	2-farm_2-2020-iarna	farm_2-2020-iarna	12178	390	413
animal_5959	SIM	farm_2	09/09/2016	1	08/28/2018	vara	718	1-farm_2-2018-vara	farm_2-2018-vara	15552	466	407
animal_5962	SIM	farm_2	10/04/2016	2	11/05/2019	iarna	1127	2-farm_2-2019-iarna	farm_2-2019-iarna	9154	420	298
animal_5962	SIM	farm_2	10/04/2016	1	12/05/2018	iarna	792	1-farm_2-2018-iarna	farm_2-2018-iarna	10148	353	364
animal_5963	SIM	farm_2	10/13/2016	1	05/04/2019	vara	933	1-farm_2-2019-vara	farm_2-2019-vara	12143	517	365
animal_5964	SIM	farm_2	10/24/2016	1	01/02/2019	iarna	800	1-farm_2-2019-iarna	farm_2-2019-iarna	12108	500	418
animal_5964	SIM	farm_2	10/24/2016	2	11/29/2019	iarna	1131	2-farm_2-2019-iarna	farm_2-2019-iarna	9941	348	299
animal_5965	SIM	farm_2	10/29/2016	1	07/28/2018	vara	637	1-farm_2-2018-vara	farm_2-2018-vara	5756	244	218
animal_5965	SIM	farm_2	10/29/2016	2	08/06/2019	vara	1011	2-farm_2-2019-vara	farm_2-2019-vara	9931	487	354
animal_5965	SIM	farm_2	10/29/2016	3	07/21/2020	vara	1361	3-farm_2-2020-vara	farm_2-2020-vara	14547	628	541
animal_5966	SIM	farm_2	01/16/2017	1	09/27/2019	vara	984	1-farm_2-2019-vara	farm_2-2019-vara	10873	505	313
animal_5969	SIM	farm_2	02/15/2017	1	05/08/2019	vara	812	1-farm_2-2019-vara	farm_2-2019-vara	11255	449	326
animal_5971	SIM	farm_2	06/27/2017	1	08/26/2019	vara	790	1-farm_2-2019-vara	farm_2-2019-vara	8601	360	259
animal_5974	SIM	farm_1	08/27/2016	1	12/17/2018	iarna	842	1-farm_1-2018-iarna	farm_1-2018-iarna	7459	215	223
animal_5982	SIM	farm_1	12/20/2016	1	02/21/2019	iarna	793	1-farm_1-2019-iarna	farm_1-2019-iarna	6023	184	162
animal_5988	SIM	farm_1	02/18/2017	1	09/16/2019	vara	940	1-farm_1-2019-vara	farm_1-2019-vara	7209	276	202
animal_5989	SIM	farm_1	03/09/2017	1	06/22/2019	vara	835	1-farm_1-2019-vara	farm_1-2019-vara	5267	228	154
animal_5995	SIM	farm_1	06/04/2017	1	12/28/2019	iarna	937	1-farm_1-2019-iarna	farm_1-2019-iarna	5406	256	159
animal_5998	SIM	farm_1	07/02/2017	1	11/06/2019	iarna	857	1-farm_1-2019-iarna	farm_1-2019-iarna	7031	290	204
animal_5999	SIM	farm_1	07/16/2017	1	11/26/2019	iarna	863	1-farm_1-2019-iarna	farm_1-2019-iarna	4900	201	146
animal_6000	SIM	farm_1	07/26/2017	1	12/02/2019	iarna	859	1-farm_1-2019-iarna	farm_1-2019-iarna	7148	256	200
animal_6014	SIM	farm_1	01/04/2018	1	05/02/2020	vara	849	1-farm_1-2020-vara	farm_1-2020-vara	6144	275	216
animal_6030	SIM	farm_2	12/11/2017	1	12/13/2019	iarna	732	1-farm_2-2019-iarna	farm_2-2019-iarna	12560	413	456
animal_6031	SIM	farm_2	12/20/2017	1	06/28/2020	vara	921	1-farm_2-2020-vara	farm_2-2020-vara	10072	418	355
animal_6032	SIM	farm_2	12/21/2017	1	02/12/2020	iarna	783	1-farm_2-2020-iarna	farm_2-2020-iarna	9614	389	360
animal_6042	SIM	farm_2	03/11/2018	1	07/15/2020	vara	857	1-farm_2-2020-vara	farm_2-2020-vara	9778	386	348
animal_6053	SIM	farm_2	07/23/2017	1	07/22/2019	vara	729	1-farm_2-2019-vara	farm_2-2019-vara	8981	335	288
animal_6055	SIM	farm_2	09/19/2017	1	10/12/2019	iarna	753	1-farm_2-2019-iarna	farm_2-2019-iarna	12725	449	426
animal_6056	SIM	farm_2	09/20/2017	1	11/12/2019	iarna	783	1-farm_2-2019-iarna	farm_2-2019-iarna	9764	441	311
animal_6060	SIM	farm_2	10/30/2017	1	02/17/2020	iarna	840	1-farm_2-2020-iarna	farm_2-2020-iarna	10226	426	352
animal_6063	SIM	farm_2	11/11/2017	1	12/07/2019	iarna	756	1-farm_2-2019-iarna	farm_2-2019-iarna	9817	408	290
animal_6068	SIM	farm_2	12/06/2017	1	04/01/2020	vara	847	1-farm_2-2020-vara	farm_2-2020-vara	7998	373	252
animal_6272	SIM	farm_2	03/19/2011	3	11/15/2015	iarna	1702	3-farm_2-2015-iarna	farm_2-2015-iarna	7328	284	261
animal_6272	SIM	farm_2	03/19/2011	2	01/08/2015	iarna	1391	2-farm_2-2015-iarna	farm_2-2015-iarna	4724	182	154
animal_6277	SIM	farm_1	01/17/2011	2	05/27/2014	vara	1226	2-farm_1-2014-vara	farm_1-2014-vara	3734	166	124
animal_6277	SIM	farm_1	01/17/2011	3	05/13/2015	vara	1577	3-farm_1-2015-vara	farm_1-2015-vara	5283	231	193
animal_6278	SIM	farm_1	02/03/2011	1	08/30/2013	vara	939	1-farm_1-2013-vara	farm_1-2013-vara	4171	182	132
animal_6278	SIM	farm_1	02/03/2011	3	09/25/2015	vara	1695	3-farm_1-2015-vara	farm_1-2015-vara	5309	218	184
animal_6278	SIM	farm_1	02/03/2011	2	07/29/2014	vara	1272	2-farm_1-2014-vara	farm_1-2014-vara	5117	219	173
animal_6285	SIM	farm_1	07/10/2011	2	12/17/2014	iarna	1256	2-farm_1-2014-iarna	farm_1-2014-iarna	4397	160	134
animal_6285	SIM	farm_1	07/10/2011	3	12/08/2015	iarna	1612	3-farm_1-2015-iarna	farm_1-2015-iarna	5409	201	158
animal_6285	SIM	farm_1	07/10/2011	1	01/20/2014	iarna	925	1-farm_1-2014-iarna	farm_1-2014-iarna	4235	170	128
animal_6289	SIM	farm_2	09/28/2011	2	06/19/2015	vara	1360	2-farm_2-2015-vara	farm_2-2015-vara	5809	247	205
animal_6289	SIM	farm_2	09/28/2011	3	08/10/2016	vara	1778	3-farm_2-2016-vara	farm_2-2016-vara	9399	352	320
animal_6289	SIM	farm_2	09/28/2011	1	05/13/2014	vara	958	1-farm_2-2014-vara	farm_2-2014-vara	4991	255	125
animal_6291	SIM	farm_1	12/03/2011	1	04/28/2014	vara	877	1-farm_1-2014-vara	farm_1-2014-vara	4812	199	156
animal_6291	SIM	farm_1	12/03/2011	3	04/05/2016	vara	1585	3-farm_1-2016-vara	farm_1-2016-vara	6019	235	208
animal_6291	SIM	farm_1	12/03/2011	2	05/02/2015	vara	1246	2-farm_1-2015-vara	farm_1-2015-vara	6023	195	194
animal_6292	SIM	farm_1	12/26/2011	3	01/04/2016	iarna	1470	3-farm_1-2016-iarna	farm_1-2016-iarna	4858	181	167
animal_6292	SIM	farm_1	12/26/2011	1	12/23/2014	iarna	1093	1-farm_1-2014-iarna	farm_1-2014-iarna	5302	213	168
animal_6300	SIM	farm_1	03/01/2012	2	07/18/2015	vara	1234	2-farm_1-2015-vara	farm_1-2015-vara	4279	164	148
animal_6300	SIM	farm_1	03/01/2012	3	06/23/2016	vara	1575	3-farm_1-2016-vara	farm_1-2016-vara	4936	201	169
animal_6300	SIM	farm_1	03/01/2012	1	06/29/2014	vara	850	1-farm_1-2014-vara	farm_1-2014-vara	4483	179	145
animal_6302	SIM	farm_1	04/16/2012	1	08/08/2014	vara	844	1-farm_1-2014-vara	farm_1-2014-vara	3781	157	128
animal_6303	SIM	farm_1	04/29/2012	1	02/23/2015	iarna	1030	1-farm_1-2015-iarna	farm_1-2015-iarna	5328	203	178
animal_6303	SIM	farm_1	04/29/2012	3	05/20/2016	vara	1482	3-farm_1-2016-vara	farm_1-2016-vara	5211	222	187
animal_6311	SIM	farm_2	12/12/2011	2	09/21/2015	vara	1379	2-farm_2-2015-vara	farm_2-2015-vara	7728	292	278
animal_6312	SIM	farm_2	12/13/2011	3	09/02/2016	vara	1725	3-farm_2-2016-vara	farm_2-2016-vara	8293	326	286
animal_6313	SIM	farm_2	01/02/2012	2	11/16/2015	iarna	1414	2-farm_2-2015-iarna	farm_2-2015-iarna	10332	383	353
animal_6313	SIM	farm_2	01/02/2012	1	07/17/2014	vara	927	1-farm_2-2014-vara	farm_2-2014-vara	8200	343	259
animal_6316	SIM	farm_2	05/11/2012	2	12/28/2015	iarna	1326	2-farm_2-2015-iarna	farm_2-2015-iarna	8590	316	310
animal_6316	SIM	farm_2	05/11/2012	1	11/27/2014	iarna	930	1-farm_2-2014-iarna	farm_2-2014-iarna	7774	280	268
animal_6317	SIM	farm_2	05/25/2012	3	08/05/2016	vara	1533	3-farm_2-2016-vara	farm_2-2016-vara	6360	235	217
animal_6322	SIM	farm_1	08/25/2012	2	12/01/2015	iarna	1193	2-farm_1-2015-iarna	farm_1-2015-iarna	5565	203	188
animal_6322	SIM	farm_1	08/25/2012	3	02/26/2017	iarna	1646	3-farm_1-2017-iarna	farm_1-2017-iarna	7182	263	236
animal_6322	SIM	farm_1	08/25/2012	1	11/09/2014	iarna	806	1-farm_1-2014-iarna	farm_1-2014-iarna	4805	178	159
animal_6325	SIM	farm_1	09/09/2012	3	06/27/2017	vara	1752	3-farm_1-2017-vara	farm_1-2017-vara	3141	141	110
animal_6325	SIM	farm_1	09/09/2012	2	08/05/2016	vara	1426	2-farm_1-2016-vara	farm_1-2016-vara	4348	225	150
animal_6325	SIM	farm_1	09/09/2012	1	01/06/2015	iarna	849	1-farm_1-2015-iarna	farm_1-2015-iarna	5649	233	173
animal_6331	SIM	farm_1	12/25/2012	1	07/16/2015	vara	933	1-farm_1-2015-vara	farm_1-2015-vara	5756	230	186
animal_6334	SIM	farm_2	09/28/2012	2	11/17/2015	iarna	1145	2-farm_2-2015-iarna	farm_2-2015-iarna	8894	320	309
animal_6335	SIM	farm_2	11/13/2012	2	08/01/2016	vara	1357	2-farm_2-2016-vara	farm_2-2016-vara	9254	349	330
animal_6336	SIM	farm_2	02/09/2013	3	10/28/2017	iarna	1722	3-farm_2-2017-iarna	farm_2-2017-iarna	8371	308	308
animal_6336	SIM	farm_2	02/09/2013	2	09/22/2016	vara	1321	2-farm_2-2016-vara	farm_2-2016-vara	8164	317	284
animal_6336	SIM	farm_2	02/09/2013	1	11/10/2015	iarna	1004	1-farm_2-2015-iarna	farm_2-2015-iarna	7154	294	255
animal_6338	SIM	farm_2	05/26/2013	3	12/25/2017	iarna	1674	3-farm_2-2017-iarna	farm_2-2017-iarna	8048	318	274
animal_6338	SIM	farm_2	05/26/2013	1	05/12/2016	vara	1082	1-farm_2-2016-vara	farm_2-2016-vara	9088	323	300
animal_6339	SIM	farm_2	08/27/2013	1	02/25/2016	iarna	912	1-farm_2-2016-iarna	farm_2-2016-iarna	8338	310	282
animal_6340	SIM	farm_2	09/21/2013	3	09/28/2017	vara	1468	3-farm_2-2017-vara	farm_2-2017-vara	6067	209	220
animal_6340	SIM	farm_2	09/21/2013	1	04/02/2016	vara	924	1-farm_2-2016-vara	farm_2-2016-vara	9582	391	336
animal_6341	SIM	farm_2	06/13/2013	1	05/24/2016	vara	1076	1-farm_2-2016-vara	farm_2-2016-vara	7810	313	260
animal_6342	SIM	farm_2	06/25/2013	1	04/12/2016	vara	1022	1-farm_2-2016-vara	farm_2-2016-vara	7832	312	276
animal_6343	SIM	farm_2	07/09/2013	2	09/07/2016	vara	1156	2-farm_2-2016-vara	farm_2-2016-vara	9114	370	313
animal_6343	SIM	farm_2	07/09/2013	3	12/26/2017	iarna	1631	3-farm_2-2017-iarna	farm_2-2017-iarna	8028	296	279
animal_6344	SIM	farm_2	07/28/2013	3	03/25/2018	iarna	1701	3-farm_2-2018-iarna	farm_2-2018-iarna	9136	412	295
animal_6344	SIM	farm_2	07/28/2013	2	12/20/2016	iarna	1241	2-farm_2-2016-iarna	farm_2-2016-iarna	8301	369	272
animal_6345	SIM	farm_2	08/18/2013	1	07/04/2016	vara	1051	1-farm_2-2016-vara	farm_2-2016-vara	8465	320	294
animal_6351	SIM	farm_1	04/12/2013	2	04/06/2016	vara	1090	2-farm_1-2016-vara	farm_1-2016-vara	5485	228	193
animal_6351	SIM	farm_1	04/12/2013	3	04/02/2017	vara	1451	3-farm_1-2017-vara	farm_1-2017-vara	5548	225	189
animal_6351	SIM	farm_1	04/12/2013	1	03/27/2015	iarna	714	1-farm_1-2015-iarna	farm_1-2015-iarna	5611	216	183
animal_6355	SIM	farm_1	06/17/2013	1	08/17/2015	vara	791	1-farm_1-2015-vara	farm_1-2015-vara	5024	172	156
animal_6355	SIM	farm_1	06/17/2013	3	11/10/2017	iarna	1607	3-farm_1-2017-iarna	farm_1-2017-iarna	5756	236	185
animal_6355	SIM	farm_1	06/17/2013	2	10/04/2016	iarna	1205	2-farm_1-2016-iarna	farm_1-2016-iarna	6304	223	198
animal_6360	SIM	farm_2	11/27/2013	1	08/05/2016	vara	982	1-farm_2-2016-vara	farm_2-2016-vara	3559	185	129
animal_6361	SIM	farm_2	12/02/2013	1	08/05/2016	vara	977	1-farm_2-2016-vara	farm_2-2016-vara	6362	262	223
animal_6362	SIM	farm_2	02/04/2014	2	04/29/2017	vara	1180	2-farm_2-2017-vara	farm_2-2017-vara	8302	357	272
animal_6362	SIM	farm_2	02/04/2014	3	08/03/2018	vara	1641	3-farm_2-2018-vara	farm_2-2018-vara	8110	267	254
animal_6362	SIM	farm_2	02/04/2014	1	05/06/2016	vara	822	1-farm_2-2016-vara	farm_2-2016-vara	8886	311	298
animal_6363	SIM	farm_2	01/23/2014	3	07/05/2018	vara	1624	3-farm_2-2018-vara	farm_2-2018-vara	10432	369	355
animal_6363	SIM	farm_2	01/23/2014	1	06/30/2016	vara	889	1-farm_2-2016-vara	farm_2-2016-vara	9573	353	324
animal_6366	SIM	farm_1	10/22/2013	1	04/04/2016	vara	895	1-farm_1-2016-vara	farm_1-2016-vara	4980	212	152
animal_6366	SIM	farm_1	10/22/2013	3	12/02/2017	iarna	1502	3-farm_1-2017-iarna	farm_1-2017-iarna	6959	224	205
animal_6375	SIM	farm_1	03/31/2014	2	01/02/2018	iarna	1373	2-farm_1-2018-iarna	farm_1-2018-iarna	5776	206	198
animal_6375	SIM	farm_1	03/31/2014	1	01/02/2017	iarna	1008	1-farm_1-2017-iarna	farm_1-2017-iarna	5156	198	165
animal_6375	SIM	farm_1	03/31/2014	3	02/14/2019	iarna	1781	3-farm_1-2019-iarna	farm_1-2019-iarna	7194	181	164
animal_6385	SIM	farm_1	08/07/2014	3	08/10/2018	vara	1464	3-farm_1-2018-vara	farm_1-2018-vara	3437	158	129
animal_6385	SIM	farm_1	08/07/2014	2	08/30/2017	vara	1119	2-farm_1-2017-vara	farm_1-2017-vara	4603	202	156
animal_6385	SIM	farm_1	08/07/2014	1	08/20/2016	vara	744	1-farm_1-2016-vara	farm_1-2016-vara	4572	217	155
animal_6395	SIM	farm_2	09/08/2014	2	10/27/2017	iarna	1145	2-farm_2-2017-iarna	farm_2-2017-iarna	8885	439	329
animal_6395	SIM	farm_2	09/08/2014	3	10/23/2018	iarna	1506	3-farm_2-2018-iarna	farm_2-2018-iarna	10285	403	318
animal_6395	SIM	farm_2	09/08/2014	1	09/12/2016	vara	735	1-farm_2-2016-vara	farm_2-2016-vara	5156	183	195
animal_6396	SIM	farm_2	10/03/2014	2	06/21/2018	vara	1357	2-farm_2-2018-vara	farm_2-2018-vara	5766	220	203
animal_6396	SIM	farm_2	10/03/2014	3	09/10/2019	vara	1803	3-farm_2-2019-vara	farm_2-2019-vara	8472	369	313
animal_6396	SIM	farm_2	10/03/2014	1	03/20/2017	iarna	899	1-farm_2-2017-iarna	farm_2-2017-iarna	7153	326	271
animal_6397	SIM	farm_2	02/27/2017	1	02/25/2019	iarna	728	1-farm_2-2019-iarna	farm_2-2019-iarna	9297	327	302
animal_6397	SIM	farm_2	02/27/2017	2	02/01/2020	iarna	1069	2-farm_2-2020-iarna	farm_2-2020-iarna	8809	327	285
animal_6400	SIM	farm_2	11/27/2014	2	07/14/2018	vara	1325	2-farm_2-2018-vara	farm_2-2018-vara	2583	102	79
animal_6400	SIM	farm_2	11/27/2014	1	02/03/2017	iarna	799	1-farm_2-2017-iarna	farm_2-2017-iarna	7390	305	260
animal_6400	SIM	farm_2	11/27/2014	3	07/22/2019	vara	1698	3-farm_2-2019-vara	farm_2-2019-vara	3780	141	106
animal_6401	SIM	farm_2	11/17/2014	1	04/16/2017	vara	881	1-farm_2-2017-vara	farm_2-2017-vara	6210	279	243
animal_6401	SIM	farm_2	11/17/2014	3	10/18/2019	iarna	1796	3-farm_2-2019-iarna	farm_2-2019-iarna	11076	322	377
animal_6401	SIM	farm_2	11/17/2014	2	10/17/2018	iarna	1430	2-farm_2-2018-iarna	farm_2-2018-iarna	11772	418	391
animal_6402	SIM	farm_2	01/08/2015	1	03/20/2017	iarna	802	1-farm_2-2017-iarna	farm_2-2017-iarna	8232	315	291
animal_6402	SIM	farm_2	01/08/2015	2	05/10/2018	vara	1218	2-farm_2-2018-vara	farm_2-2018-vara	9852	380	343
animal_6402	SIM	farm_2	01/08/2015	3	12/23/2019	iarna	1810	3-farm_2-2019-iarna	farm_2-2019-iarna	10613	393	325
animal_6403	SIM	farm_2	01/15/2015	1	04/12/2017	vara	818	1-farm_2-2017-vara	farm_2-2017-vara	6729	287	258
animal_6403	SIM	farm_2	01/15/2015	2	08/08/2018	vara	1301	2-farm_2-2018-vara	farm_2-2018-vara	5041	220	173
animal_6404	SIM	farm_2	02/21/2015	2	10/28/2018	iarna	1345	2-farm_2-2018-iarna	farm_2-2018-iarna	12267	528	440
animal_6404	SIM	farm_2	02/21/2015	1	09/29/2017	vara	951	1-farm_2-2017-vara	farm_2-2017-vara	9934	442	353
animal_6404	SIM	farm_2	02/21/2015	3	10/27/2019	iarna	1709	3-farm_2-2019-iarna	farm_2-2019-iarna	11760	529	404
animal_6405	SIM	farm_2	03/09/2015	2	05/17/2018	vara	1165	2-farm_2-2018-vara	farm_2-2018-vara	9539	455	345
animal_6405	SIM	farm_2	03/09/2015	3	06/22/2019	vara	1566	3-farm_2-2019-vara	farm_2-2019-vara	10298	452	334
animal_6405	SIM	farm_2	03/09/2015	1	03/04/2017	iarna	726	1-farm_2-2017-iarna	farm_2-2017-iarna	7585	366	262
animal_6407	SIM	farm_2	06/02/2015	3	08/01/2019	vara	1521	3-farm_2-2019-vara	farm_2-2019-vara	9247	399	263
animal_6407	SIM	farm_2	06/02/2015	2	06/15/2018	vara	1109	2-farm_2-2018-vara	farm_2-2018-vara	7680	317	273
animal_6408	SIM	farm_2	06/08/2015	2	12/07/2018	iarna	1278	2-farm_2-2018-iarna	farm_2-2018-iarna	10908	373	294
animal_6408	SIM	farm_2	06/08/2015	1	12/04/2017	iarna	910	1-farm_2-2017-iarna	farm_2-2017-iarna	8830	341	288
animal_6409	SIM	farm_2	07/08/2015	2	10/30/2018	iarna	1210	2-farm_2-2018-iarna	farm_2-2018-iarna	9552	379	288
animal_6409	SIM	farm_2	07/08/2015	1	10/29/2017	iarna	844	1-farm_2-2017-iarna	farm_2-2017-iarna	8711	390	316
animal_6410	SIM	farm_2	07/25/2015	2	08/28/2018	vara	1130	2-farm_2-2018-vara	farm_2-2018-vara	9421	443	362
animal_6410	SIM	farm_2	07/25/2015	1	08/11/2017	vara	748	1-farm_2-2017-vara	farm_2-2017-vara	7941	324	310
animal_6410	SIM	farm_2	07/25/2015	3	08/14/2019	vara	1481	3-farm_2-2019-vara	farm_2-2019-vara	8849	384	342
animal_6419	SIM	farm_1	11/13/2014	3	12/31/2018	iarna	1509	3-farm_1-2018-iarna	farm_1-2018-iarna	7025	235	217
animal_6419	SIM	farm_1	11/13/2014	1	05/05/2017	vara	904	1-farm_1-2017-vara	farm_1-2017-vara	5366	202	176
animal_6424	SIM	farm_1	12/30/2014	1	02/25/2017	iarna	788	1-farm_1-2017-iarna	farm_1-2017-iarna	5123	175	164
animal_6433	SIM	farm_1	05/07/2015	2	06/23/2018	vara	1143	2-farm_1-2018-vara	farm_1-2018-vara	5421	198	184
animal_6433	SIM	farm_1	05/07/2015	1	06/22/2017	vara	777	1-farm_1-2017-vara	farm_1-2017-vara	5411	204	169
animal_6434	SIM	farm_1	05/09/2015	1	07/02/2017	vara	785	1-farm_1-2017-vara	farm_1-2017-vara	4942	192	166
animal_6434	SIM	farm_1	05/09/2015	2	10/11/2018	iarna	1251	2-farm_1-2018-iarna	farm_1-2018-iarna	5622	228	179
animal_6437	SIM	farm_1	06/24/2015	3	04/26/2020	vara	1768	3-farm_1-2020-vara	farm_1-2020-vara	5505	249	173
animal_6440	SIM	farm_1	07/28/2015	1	11/24/2017	iarna	850	1-farm_1-2017-iarna	farm_1-2017-iarna	5157	194	178
animal_6440	SIM	farm_1	07/28/2015	2	01/24/2019	iarna	1276	2-farm_1-2019-iarna	farm_1-2019-iarna	7488	279	221
animal_6442	SIM	farm_2	08/19/2015	2	11/07/2018	iarna	1176	2-farm_2-2018-iarna	farm_2-2018-iarna	10194	341	282
animal_6442	SIM	farm_2	08/19/2015	1	11/29/2017	iarna	833	1-farm_2-2017-iarna	farm_2-2017-iarna	6885	278	239
animal_6443	SIM	farm_2	08/27/2015	1	11/04/2017	iarna	800	1-farm_2-2017-iarna	farm_2-2017-iarna	7802	347	304
animal_6443	SIM	farm_2	08/27/2015	2	11/01/2018	iarna	1162	2-farm_2-2018-iarna	farm_2-2018-iarna	10432	389	357
animal_6443	SIM	farm_2	08/27/2015	3	11/15/2019	iarna	1541	3-farm_2-2019-iarna	farm_2-2019-iarna	11405	407	391
animal_6444	SIM	farm_2	09/17/2015	1	03/18/2018	iarna	913	1-farm_2-2018-iarna	farm_2-2018-iarna	7587	336	282
animal_6445	SIM	farm_2	11/14/2015	1	01/06/2018	iarna	784	1-farm_2-2018-iarna	farm_2-2018-iarna	9460	393	338
animal_6445	SIM	farm_2	11/14/2015	2	04/23/2019	vara	1256	2-farm_2-2019-vara	farm_2-2019-vara	9942	411	322
animal_6446	SIM	farm_2	11/16/2015	2	02/02/2019	iarna	1174	2-farm_2-2019-iarna	farm_2-2019-iarna	12556	395	387
animal_6446	SIM	farm_2	11/16/2015	1	02/19/2018	iarna	826	1-farm_2-2018-iarna	farm_2-2018-iarna	9786	343	341
animal_6448	SIM	farm_2	01/14/2016	1	01/30/2018	iarna	747	1-farm_2-2018-iarna	farm_2-2018-iarna	6993	284	218
animal_6449	SIM	farm_2	02/03/2016	1	04/05/2018	vara	792	1-farm_2-2018-vara	farm_2-2018-vara	6855	307	233
animal_6449	SIM	farm_2	02/03/2016	2	04/23/2019	vara	1175	2-farm_2-2019-vara	farm_2-2019-vara	6885	366	224
animal_6450	SIM	farm_2	03/18/2016	2	06/01/2019	vara	1170	2-farm_2-2019-vara	farm_2-2019-vara	9094	364	286
